"영화명","개봉일","매출액","매출액점유율","누적매출액","관객수","누적관객수","스크린수","상영횟수","대표국적","제작사","배급사","등급","장르","감독","배우"
"남편만 몰라요",2015-07-07,2995000,0,2995000,601,601,20,20,"한국","(주)큰손엔터테인먼트","(주)더그레이트컴퍼니","청소년관람불가","멜로/로맨스,코미디","고광현","최선미"
"착한 처제",2015-11-19,3723000,0,3723000,588,588,19,82,"한국","쟈비스미디어,PK미디어크레이티브","쟈비스미디어","청소년관람불가","드라마","강훈","강성필"
"맛2",2015-09-02,2852000,0,2852000,569,569,20,26,"한국","영화사 인연","(주)소나무픽쳐스","청소년관람불가","멜로/로맨스,드라마","경석호","이은미"
"용주골",2015-11-19,2823000,0,2823000,562,562,20,65,"한국","핵존슨","에이라인","청소년관람불가","드라마,멜로/로맨스","최우성","민도윤"
"잡아야 산다",2016-01-07,4648000,0,4648000,561,561,1,2,"한국","더퀸디앤엠 주식회사","오퍼스픽쳐스(유)","15세이상관람가","코미디,액션","오인천","김승우"
"감금의 시간",2015-12-03,3310000,0,3310000,555,555,20,49,"한국","마법사필름","마법사필름","청소년관람불가","스릴러,드라마","김대성","전유진"
"색끈한 퓨전사극 심청야사",2015-12-17,3542000,0,3542000,551,551,20,85,"한국","고구마콘텐츠허브(주)","고구마콘텐츠허브(주)","청소년관람불가","사극","강명진","박성현"
"고시원",2015-10-30,3380000,0,3380000,524,524,20,57,"한국","에이치케이 이엔엠","(주)로이테미디어","청소년관람불가","멜로/로맨스,드라마","이영민","김승민"
"포장마차",2015-10-01,2617000,0,2617000,520,520,20,59,"한국","㈜리필름","에이라인","청소년관람불가","코미디,멜로/로맨스","최율권희","이채담"
"새폴더2",2015-10-23,3352000,0,3352000,518,518,20,58,"한국","더사람픽쳐스","더사람픽쳐스","청소년관람불가","드라마,코미디","황상원","윤설희"
"유부녀들",2015-10-14,3405000,0,3405000,516,516,20,46,"한국","영화사 인연","(주)소나무픽쳐스","청소년관람불가","멜로/로맨스,드라마","경석호","김소현"
"미션: 톱스타를 훔쳐라",2015-09-03,3157000,0,3157000,512,512,2,17,"한국","(주)영화사희망","(주)드림팩트엔터테인먼트","청소년관람불가","액션,코미디,드라마","노병하","오창석"
"불륜의 맛",2014-03-27,1950000,0,1950000,494,494,5,23,"한국","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스,드라마","이세일","김지원"
"마지막 위안부",2015-08-03,4172000,0,4172000,490,490,1,3,"한국","(주)투윈미디어","(주)투윈미디어","15세이상관람가","드라마","임선","한가영"
"애인",2015-06-17,2594000,0,2594000,485,485,20,48,"한국","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스","이숭환","문주연"
"수상한 미용실",2015-10-28,2403000,0,2403000,474,474,20,24,"한국","주식회사 비엠미디어","주식회사 비엠미디어","청소년관람불가","멜로/로맨스","한동호","이채담"
"음란한 가족",2015-09-24,2301000,0,2301000,473,473,21,21,"한국","(주)KW비젼","(주)KW비젼","청소년관람불가","코미디,드라마,가족","신정균","한수아"
"란제리살인사건",2015-09-17,2295000,0,2295000,472,472,20,20,"한국","(주)노리픽쳐스","(주)노리픽쳐스","청소년관람불가","스릴러","김세성","권민중"
"맛있는 덫-정사",2015-09-30,2227000,0,2227000,426,426,20,35,"한국","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스,드라마","신정균","한수연"
"모텔",2015-11-10,2182000,0,2182000,420,420,20,32,"한국","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스,스릴러,미스터리","이숭환","이은미"
"위험한 섹스",2015-09-23,2249000,0,2249000,419,419,20,28,"한국","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스,스릴러","이숭환","최정아"
"핫섹토크",2015-11-03,2143000,0,2143000,411,411,20,31,"한국","(주)케이알씨지","(유)조이앤컨텐츠그룹","청소년관람불가","멜로/로맨스","이전","앤,박"
"정사: 위험한 성적유희",2014-11-27,1754000,0,1754000,405,405,4,15,"한국","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스","이민환","백인권"
"한양 기방 춘향뎐",2015-11-26,2085000,0,2085000,400,400,20,31,"한국","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스,사극","김민욱","나영"
"은밀한 방문자",2015-09-16,2091000,0,2091000,397,397,19,24,"한국","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스,스릴러","윤여창","박재훈"
"조선안방 스캔들-칠거지악",2015-09-15,2077000,0,2077000,394,394,20,20,"한국","(주)스넵쏘울","(주)케이알씨지","청소년관람불가","멜로/로맨스","이전","은민"
"위험한 중독",2015-12-24,2117000,0,2117000,388,388,20,21,"한국","㈜리필름","(주)블루브릭","청소년관람불가","드라마","최율권희","고원"
"한양기방 명기전",2015-12-30,2048000,0,2048000,383,383,20,25,"한국","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스","김민욱","나영"
"은밀하게 음란하게",2014-04-10,1160000,0,1160000,372,372,5,24,"한국","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스","이세일","백세리"
"호두까기 인형",2014-12-07,1488000,0,1488000,372,372,1,6,"한국","(주)패뷸러스","(주)패뷸러스","전체관람가","공연","정성복",NA
"외출",2015-06-11,2090000,0,2090000,371,371,20,26,"한국","(주)영화사 사계절","(주)영화사 사계절","청소년관람불가","멜로/로맨스","기대호","정서윤"
"맛있는 정사: 오피스 와이프",2015-11-17,1929000,0,1929000,368,368,20,28,"한국","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스,드라마","김학묵","박태산"
"조선안방 스캔들-칠거지악2",2015-10-22,1922000,0,1922000,368,368,20,28,"한국","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스,드라마","이숭환","은경"
"아내의 애인",2015-10-08,2123000,0,2123000,363,363,20,37,"한국","(주)영화사 사계절","(주)영화사 사계절","청소년관람불가","멜로/로맨스","소영환","김태정"
"친구엄마",2015-11-12,2057000,0,2057000,359,359,20,42,"한국","밀크픽처스","노바엔터테인먼트","청소년관람불가","멜로/로맨스,드라마","공자관","김영삼"
"엄마친구",2015-08-20,1771000,0,1771000,355,355,19,25,"한국","(주)영화사 사계절","(주)영화사 사계절","청소년관람불가","멜로/로맨스","명석환","허예창"
"나가요 미스콜",2014-03-13,2018000,0,2018000,338,338,4,5,"한국","스카이동","노바엔터테인먼트","청소년관람불가","멜로/로맨스,코미디","한동호","한규리"
"설국열차",2013-08-01,2147700,0,67012235200,330,9350323,1,35,"한국","(주)모호필름,오퍼스픽쳐스(유)","(주)씨제이이엔엠","15세이상관람가","SF,액션","봉준호","크리스"
"화창한 그날들",2014-03-14,2030000,0,2030000,310,310,2,4,"한국","비에이치제이 시네마","(주)씨네로닷컴","청소년관람불가","스릴러","방현준","김동하"
"환타스틱 러브짐: 전쟁 같은 사랑",2015-10-08,1575000,0,1575000,303,303,20,23,"한국","웃기시네","(주)유비네트워크","청소년관람불가","코미디","한우진","안홍진"
"다이빙벨: 진실은 침몰하지 않습니다",2015-04-16,2209000,0,2209000,300,300,4,58,"한국","아시아프레스,(주)씨네포트","(주)시네마달","15세이상관람가","다큐멘터리","이상호,안해룡",NA
"스피릿 오브 베토벤",2014-12-10,1164000,0,1164000,291,291,1,6,"한국","(주)한경아르떼","(주)한경아르떼","전체관람가","공연","남평희",NA
"전원일기: 젖소농장새댁",2015-12-15,1407000,0,1407000,274,274,20,20,"한국","주식회사 비엠미디어","주식회사 비엠미디어","청소년관람불가","멜로/로맨스","한동호","신건석"
"공즉시색",2015-11-26,1478000,0,1478000,271,271,20,28,"한국","(주)영화사 사계절,펀펀한영화사","(주)영화사 사계절","청소년관람불가","멜로/로맨스","김현빈","김화연"
"명기",2014-12-30,690000,0,690000,247,247,5,12,"한국","(주)소나무픽쳐스","(주)소나무픽쳐스","청소년관람불가","멜로/로맨스,드라마","강현","김민영"
"몽정애-꿈 속의 여인",2013-12-31,960000,0,1e+06,240,250,5,13,"한국","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스,드라마","이영화","이민우"
"두 번째 엄마",2014-12-31,1010000,0,1010000,239,239,3,13,"한국","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스,드라마","이민환","윤설희"
"스파이",2013-09-05,3100000,0,24512378305,210,3436012,1,8,"한국","(주)제이케이필름,(주)씨제이이엔엠","(주)씨제이이엔엠","15세이상관람가","액션","이승준","설경구"
"친절한 가정부",2015-02-26,1004000,0,1004000,166,166,4,5,"한국","(주)블루아이엔터테인먼트,영화사 분홍신","(주)박수엔터테인먼트","청소년관람불가","코미디","노진수","홍서백"
"베를린",2013-01-30,966000,0,52356534637,163,7166453,2,5,"한국","(주)외유내강,(주)씨제이이엔엠","(주)씨제이이엔엠","15세이상관람가","액션","류승완","하정우"
"뽀로로 극장판 슈퍼썰매 대모험",2013-01-23,953000,0,6827594500,159,931501,1,28,"한국","(주)오콘,중국오락문화투자유한회사","(주)넥스트엔터테인먼트월드(NEW),(주)씨제이이엔엠","전체관람가","애니메이션","박영균","이선"
"연애의 온도",2013-03-21,1058000,0,13799922446,137,1865332,24,46,"한국","(주)뱅가드스튜디오","롯데쇼핑㈜롯데엔터테인먼트","청소년관람불가","멜로/로맨스,코미디","노덕","이민기"
"좋은 친구들",2013-03-28,945000,0,10654500,135,1393,1,41,"한국","주니파워픽처스(주),판타지웍스엔터","(주)마인스 엔터테인먼트","청소년관람불가","액션","진형태","연정훈"
"마이너클럽",2014-11-25,1170000,0,1170000,130,130,1,7,"한국","(주)영화사얼굴","(주)버킷스튜디오","청소년관람불가","멜로/로맨스,액션","이원우","서영"
"힐링메이트",2014-11-12,1106000,0,1106000,130,130,1,8,"한국","(주)스크린다","(주)버킷스튜디오","청소년관람불가","드라마","신종걸","이유리"
"슬픈남자",2015-12-10,749000,0,749000,109,109,1,13,"한국","비에이치제이 시네마","비에이치제이 시네마","청소년관람불가","액션","방현준","고민우"
"마이 리틀 히어로",2013-01-09,6e+05,0,1303507128,100,186078,1,1,"한국","굿초이스컷픽쳐스(주)","(주)씨제이이엔엠","전체관람가","드라마","김성훈","김래원"
"유신의 미학",2015-12-16,739000,0,739000,93,93,1,3,"한국","마그넷 엔터테인먼터","마그넷 엔터테인먼터","15세이상관람가","드라마","김노경","김효비"
"이불",2014-12-30,736000,0,736000,92,92,1,1,"한국","(주)대양미디어","(주)대양미디어","청소년관람불가","코미디,멜로/로맨스","김한준","정인슬"
"배우는 배우다",2013-10-24,642000,0,811844000,81,112029,1,2,"한국","(주) 루스이소니도스,(주)김기덕 필름","(주)넥스트엔터테인먼트월드(NEW)","청소년관람불가","드라마","신연식","이준"
"한민족 그리고 조선족",2014-12-10,568000,0,568000,71,71,1,1,"한국","한국YWCA연합회,크리에이티브컴즈(주)","크리에이티브컴즈(주)","전체관람가","다큐멘터리","전화성","유은조"
"러브멘토",2014-04-17,270000,0,270000,54,54,1,1,"한국","스카이동","(주)나우콘텐츠","청소년관람불가","멜로/로맨스","신혜성","유재근"
"베드(감독판)",2015-03-12,270000,0,270000,54,54,1,1,"한국","씨네힐","주식회사 마운틴픽쳐스","청소년관람불가","멜로/로맨스,드라마","박철수","장혁진"
"비밀: 아내의 남자",2015-02-04,270000,0,270000,54,54,1,1,"한국","굿픽처스","(주)나우콘텐츠","청소년관람불가","드라마,스릴러","이상화","장하람"
"외계인들",2014-12-31,270000,0,270000,54,54,1,1,"한국","한손필름","(주)엘케이픽쳐스","15세이상관람가","코미디,미스터리,SF","김한규,손병희","김한규"
"원죄적 정사 2014",2014-08-13,270000,0,270000,54,54,1,1,"한국","주식회사 이엔터","주식회사 이엔터","청소년관람불가","멜로/로맨스,스릴러","소팔석","이리나"
"폭풍정사",2015-07-29,270000,0,270000,54,54,1,1,"한국","(주)대양미디어","위드 라이언 픽쳐스","청소년관람불가","멜로/로맨스","국영수","채린"
"원 오브 어 카인드 3D ; G-DRAGON 2013 1ST WORLD TOUR",2013-10-31,355000,0,91107500,45,8083,1,2,"한국","케이비에스미디어(주),(주)와이지엔터테인먼트","골든타이드픽처스(주)","전체관람가","공연","손석,정치영","권지용"
"터치 바이 터치",2015-04-30,2e+05,0,2e+05,40,40,1,1,"한국","(주)인피니티엔터테인먼트","나이스플레이(주)","청소년관람불가","멜로/로맨스","김호준","하나경"
"화이: 괴물을 삼킨 아이",2013-10-09,271000,0,17695683795,34,2394487,1,2,"한국","나우필름(주),파인하우스필름(주),(주)쇼박스","(주)쇼박스","청소년관람불가","액션,스릴러","장준환","여진구"
"거짓말 섹스가 좋아2",2013-12-24,80000,0,2980000,20,4490,1,2,"한국","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스,드라마","진달래","강수지"
"라이브 TV",2015-10-01,128000,0,128000,15,15,1,5,"한국","(주)파레토웍스,더컨텐츠콤(주)","더컨텐츠콤(주)","청소년관람불가","공포(호러)","김선웅,손광수","연제욱"
"무서운 이야기 2",2013-06-05,1e+05,0,3393767500,13,495535,1,2,"한국","(주)수필름,데이지엔터테인먼트","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","미스터리,공포(호러)","김성호,김휘,정범식,민규동","박성웅"
"거짓말 섹스가 좋아",2013-07-04,5000,0,55000,10,35,1,1,"한국","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스,드라마","이세일","김지원"
"미조-못다한이야기(감독판)",2015-02-12,70000,0,70000,10,10,1,1,"한국","진이엔터테인먼트,주식회사 마운틴픽쳐스,영화사 민들레","주식회사 마운틴픽쳐스","청소년관람불가","드라마","남기웅","윤동환"
"연애의 기술",2013-10-30,5000,0,64887000,10,8923,1,1,"한국","㈜리필름,(유)조이앤컨텐츠그룹","(주)팝엔터테인먼트","청소년관람불가","멜로/로맨스,코미디","이수성","홍수아"
"착한여자 (무삭제)",2015-07-14,50000,0,50000,10,10,1,1,"한국","영화사 인연","(주)소나무픽쳐스","청소년관람불가","멜로/로맨스","경석호","김정연"
"파파로티",2013-03-14,90000,0,11826024000,9,1716438,1,2,"한국","케이엠컬쳐㈜","(주)쇼박스","15세이상관람가","드라마","윤종찬","한석규"
"타부 : 금지된 사랑",2015-09-03,72000,0,72000,8,8,1,1,"한국","(주)대양미디어","(주)대양미디어","청소년관람불가","멜로/로맨스","고구마","박은정"
"7번방의 선물",2013-01-23,36000,0,91431950670,7,12811213,1,2,"한국","(주)화인웍스,(주)씨엘엔터테인먼트","(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","코미디,드라마","이환경","류승룡"
"가자! 장미여관으로 3 - 방황 무삭제 감독판",2015-01-15,28000,0,28000,4,4,2,2,"한국","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스","김봉은","서연주"
"두 번째 엄마 무삭제판",2015-03-12,28000,0,28000,4,4,1,2,"한국","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스","이민환","윤설희"
"정사: 위험한 성적 유희 무삭제판",2015-01-29,28000,0,28000,4,4,2,2,"한국","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스","이민환","백인권"
"소원",2013-10-02,18000,0,18529880600,3,2711086,1,1,"한국","(주)필름모멘텀","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","드라마","이준익","설경구"
"숨바꼭질",2013-08-14,18000,0,39602995500,3,5604106,1,2,"한국","(주)드림캡쳐","(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","스릴러","허정","손현주"
"나는 야한 여자가 좋다 2 무삭제감독판",2015-02-12,14000,0,14000,2,2,1,1,"한국","드림로드","(주)케이알씨지","청소년관람불가","멜로/로맨스","김봉은","배건식"
"나는 야한 여자가 좋다 무삭제감독판",2015-02-26,14000,0,14000,2,2,1,1,"한국","드림로드","(주)케이알씨지","청소년관람불가","멜로/로맨스","신정균","김태한"
"남편만 몰라요 (무삭제)",2015-09-30,16000,0,16000,2,2,1,2,"한국","(주)큰손엔터테인먼트","(주)더그레이트컴퍼니","청소년관람불가","멜로/로맨스,코미디","고광현","최선미"
"울언니: 성상납의 비밀 무삭제판",2015-03-11,14000,0,14000,2,2,1,1,"한국","(주)제이록스 필름","(주)팝엔터테인먼트","청소년관람불가","스릴러,드라마","이제락","오광록"
"공사중",2015-04-08,9000,0,9000,1,1,1,1,"한국","(주)마부엔터테인먼트","고구마콘텐츠허브(주)","청소년관람불가","멜로/로맨스,코미디","강명진","성은"
"나는 야한 여자가 좋다 3 무삭제감독판",2015-07-09,5000,0,5000,1,1,1,1,"한국","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스","김미연","강필선"
"나쁜 수업",2015-09-15,5000,0,5000,1,1,1,1,"한국","주식회사 비엠미디어","주식회사 비엠미디어","청소년관람불가","드라마","한동호","윤설희"
"동창회의 목적(무삭제)",2015-11-19,8000,0,8000,1,1,1,1,"한국","펀펀한영화사","펀펀한영화사","청소년관람불가","멜로/로맨스","정대만","조인우"
"따라지: 비열한 거리 무삭제판",2015-11-12,4000,0,4000,1,1,1,1,"한국","디에스미디어,(주)영화사골든오션","(주)드림팩트엔터테인먼트","청소년관람불가","멜로/로맨스,드라마","신동엽","고세원"
"러브앤서울 복숭아마을 도색소동기 무삭제판",2015-11-19,4000,0,4000,1,1,1,1,"한국","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스","조조 히데오","나나우"
"명기(무삭제)",2015-05-07,8000,0,8000,1,1,1,1,"한국","(주)소나무픽쳐스","(주)소나무픽쳐스","청소년관람불가","멜로/로맨스,코미디","강현","김민영"
"미궁: 비밀애 무삭제 특별판",2015-07-02,5000,0,5000,1,1,1,1,"한국","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스","조조 히데오","김민기"
"보리의 은밀한 사생활",2015-09-10,5000,0,5000,1,1,1,1,"한국","스마일컨텐츠","스마일컨텐츠","청소년관람불가","멜로/로맨스","제임스 리","보리"
"뽕2014(무삭제)",2015-04-23,8000,0,8000,1,1,1,1,"한국","밀크픽처스","밀크픽처스","청소년관람불가","멜로/로맨스","공자관","김연수"
"사랑에도 저작권이 있나요?",2015-05-21,8000,0,8000,1,1,1,1,"한국","골든타이드픽처스(주)","골든타이드픽처스(주)","청소년관람불가","코미디","최경진","최재환"
"어우동: 주인 없는 꽃 무삭제판",2015-06-24,5000,0,5000,1,1,1,1,"한국","(유)조이앤컨텐츠그룹,㈜리필름","(주)드림팩트엔터테인먼트","청소년관람불가","멜로/로맨스","이수성","백도빈"
"엄마친구(무삭제판)",2015-11-12,8000,0,8000,1,1,1,1,"한국","(주)영화사 사계절","(주)영화사 사계절","청소년관람불가","멜로/로맨스,드라마","명석환","허예창"
"외출 무삭제",2015-09-09,8000,0,8000,1,1,1,1,"한국","(주)영화사 사계절","(주)영화사 사계절","청소년관람불가","멜로/로맨스","기대호","정서윤"
"젊은 엄마 2",2014-05-29,8000,0,8000,1,1,1,1,"한국","골든타이드픽처스(주)","골든타이드픽처스(주)","청소년관람불가","드라마,멜로/로맨스,판타지","노성수","차순형"
"태양을 쏴라 무삭제판",2015-07-09,5000,0,5000,1,1,1,1,"한국","필름라인","(유)조이앤시네마","청소년관람불가","멜로/로맨스","김태식","강지환"
"포장마차-무삭제판",2015-11-11,5000,0,5000,1,1,1,1,"한국","㈜리필름","에이라인","청소년관람불가","코미디,멜로/로맨스","최율권희","이채담"
"픽업 아티스트",2014-08-28,8000,0,8000,1,1,1,1,"한국","자작나무영화사","골든타이드픽처스(주)","청소년관람불가","코미디,멜로/로맨스","전도한","김대우"
"하숙집 무삭제",2015-09-09,8000,0,8000,1,1,1,1,"한국","영화사 인연","(주)소나무픽쳐스","청소년관람불가","멜로/로맨스","경석호","권기하"
"황진이",2015-12-10,5000,0,5000,1,1,1,1,"한국","드림로드","에이라인","청소년관람불가","멜로/로맨스,드라마","신정균","장성원"
"힙스터: 안개의 덫",2015-10-21,5000,0,5000,1,1,1,1,"한국","(주)마부엔터테인먼트","고구마콘텐츠허브(주)","청소년관람불가","멜로/로맨스,드라마","강명진","유사라"
"신세계",2013-02-21,0,0,34881330905,0,4682492,1,1,"한국","(주)사나이픽처스,(주)페퍼민트앤컴퍼니,(주)대명문화공장,(주)파트너스케이","(주)넥스트엔터테인먼트월드(NEW)","청소년관람불가","범죄,액션","박훈정","이정재"
