"주연","총횟수","cluster","횟수","누적관객수__개봉일스크린수","누적관객수__스크린수","누적관객수__상영횟수","평균_관람객_개스크","평균_관람객_스크","평균_관람객_상횟","관람객개스크점수"
"김지호",7,4,1,3536.8149324861,3122.61570827489,55.4119638123919,3536.8149324861,3122.61570827489,55.4119638123919,3536.8149324861
"김태리",3,1,0,0,0,0,0,0,0,0
"김태리",3,2,0,0,0,0,0,0,0,0
"김태리",3,3,1,1813.3706377858,1704.65045248869,22.0234570246847,1813.3706377858,1704.65045248869,22.0234570246847,1813.3706377858
"김태리",3,4,2,9788.65152327957,9229.93753126789,99.7771025508054,4894.32576163978,4614.96876563395,49.8885512754027,6921.62187078301
"김하늘",10,1,1,1268.8384279476,1026.72791519435,22.0726223032513,1268.8384279476,1026.72791519435,22.0726223032513,1268.8384279476
"김하늘",10,2,7,36557.5889685417,28832.43485176,272.892775724204,5222.51270979167,4118.91926453714,38.9846822463148,13817.4698489828
"김하늘",10,3,1,1497.07825203252,1497.07825203252,34.8693398347812,1497.07825203252,1497.07825203252,34.8693398347812,1497.07825203252
"김하늘",10,4,1,9370.46488946684,7537.53922594142,67.5610013360523,9370.46488946684,7537.53922594142,67.5610013360523,9370.46488946684
"김혜수",13,1,3,10647.382754876,9154.44281368602,92.9324798406225,3549.12758495867,3051.48093789534,30.9774932802075,6147.26929969265
"김혜수",13,2,5,30617.6006268984,22451.361162439,197.757588914688,6123.52012537968,4490.2722324878,39.5515177829376,13692.607261937
"김혜수",13,3,2,3578.33532708018,2889.46988867771,50.7715625798658,1789.16766354009,1444.73494433885,25.3857812899329,2530.26517513778
"김혜수",13,4,3,27625.6461718701,22450.3772393443,193.728851416767,9208.54872395669,7483.45907978144,64.576283805589,15949.6742538665
"김환희",3,1,0,0,0,0,0,0,0,0
"김환희",3,2,1,204.563674321503,204.563674321503,9.56614273162159,204.563674321503,204.563674321503,9.56614273162159,204.563674321503
"김환희",3,3,1,1731.70442477876,1684.01549053356,23.4918725539629,1731.70442477876,1684.01549053356,23.4918725539629,1731.70442477876
"김환희",3,4,1,6115.54577777778,4632.98922558923,52.7881794187153,6115.54577777778,4632.98922558923,52.7881794187153,6115.54577777778
"나나",1,1,0,0,0,0,0,0,0,0
"나나",1,2,0,0,0,0,0,0,0,0
"나나",1,3,0,0,0,0,0,0,0,0
"나나",1,4,1,3362.62845188285,3058.09817351598,34.2222383089619,3362.62845188285,3058.09817351598,34.2222383089619,3362.62845188285
"나문희",12,1,2,3177.03404271291,3076.74266920547,47.2686415976953,1588.51702135645,1538.37133460273,23.6343207988477,2246.50231566281
"나문희",12,2,6,40207.9063655987,36153.0032290571,257.944728140564,6701.31772759979,6025.50053817619,42.9907880234273,16414.8090368868
"나문희",12,3,3,16501.5618107,9853.63199478738,100.000937092861,5500.52060356667,3284.54399826246,33.3336456976204,9527.18115345689
"나문희",12,4,1,3270.38844621514,2880.23684210526,35.2780583191869,3270.38844621514,2880.23684210526,35.2780583191869,3270.38844621514
"나영희",3,1,2,15515.843457383,7738.8482027269,80.6369371955855,7757.92172869148,3869.42410136345,40.3184685977928,10971.3581245444
"나영희",3,2,0,0,0,0,0,0,0,0
"나영희",3,3,1,1971.27698863636,1828.43083003953,26.1830273758089,1971.27698863636,1828.43083003953,26.1830273758089,1971.27698863636
"나영희",3,4,0,0,0,0,0,0,0,0
"남보라",9,1,2,1675.97161839943,1439.82752820915,45.2671836374827,837.985809199713,719.913764104574,22.6335918187413,1185.09089644643
"남보라",9,2,4,25059.8209618773,18949.6959619911,139.561496073331,6264.95524046933,4737.42399049777,34.8903740183327,12529.9104809387
"남보라",9,3,2,7327.88732285259,6640.20820037106,78.5655613092385,3663.94366142629,3320.10410018553,39.2827806546192,5181.59881776
"남보라",9,4,1,5125.72952853598,5119.37794299876,59.767056304612,5125.72952853598,5119.37794299876,59.767056304612,5125.72952853598
"남상지",1,1,0,0,0,0,0,0,0,0
"남상지",1,2,0,0,0,0,0,0,0,0
"남상지",1,3,0,0,0,0,0,0,0,0
"남상지",1,4,1,3193.14822335025,3191.52815829528,62.9585347545414,3193.14822335025,3191.52815829528,62.9585347545414,3193.14822335025
"남주혁",1,1,0,0,0,0,0,0,0,0
"남주혁",1,2,0,0,0,0,0,0,0,0
"남주혁",1,3,0,0,0,0,0,0,0,0
"남주혁",1,4,1,4853.71989295272,3533.12987012987,49.2649668610336,4853.71989295272,3533.12987012987,49.2649668610336,4853.71989295272
"다니엘 헤니",3,1,0,0,0,0,0,0,0,0
"다니엘 헤니",3,2,2,5203.08885941645,4894.60061976647,62.4818713555536,2601.54442970822,2447.30030988324,31.2409356777768,3679.13941560955
"다니엘 헤니",3,3,1,4943.90215827338,4377.08535031847,47.195373880556,4943.90215827338,4377.08535031847,47.195373880556,4943.90215827338
"다니엘 헤니",3,4,0,0,0,0,0,0,0,0
"류승룡",22,1,4,3497.81517665436,3146.60285950604,68.6749475584229,874.453794163591,786.650714876509,17.1687368896057,1748.90758832718
"류승룡",22,2,6,19786.493901394,16423.199694918,202.315141475335,3297.74898356566,2737.199949153,33.7191902458891,8077.80230951774
"류승룡",22,3,9,76605.460241519,60206.91110017,405.830498700895,8511.71780461322,6689.65678890778,45.0922776334328,25535.1534138397
"류승룡",22,4,3,26573.0696113309,20121.1251065562,170.671005745162,8857.68987044362,6707.0417021854,56.8903352483872,15341.9688932965
"류승범",18,1,6,24998.4650702959,23337.239787613,198.306899117255,4166.41084504931,3889.53996460217,33.0511498528758,10205.5806291689
"류승범",18,2,8,30457.8260568741,28067.3180229377,267.284306323727,3807.22825710927,3508.41475286721,33.4105382904658,10768.467672508
"류승범",18,3,3,19383.8413658067,16854.2023325479,144.416775690678,6461.28045526891,5618.06744418263,48.138925230226,11191.2660304775
"류승범",18,4,1,1657.42676579926,1559.99930020994,33.5329803396561,1657.42676579926,1559.99930020994,33.5329803396561,1657.42676579926
"류신",1,1,0,0,0,0,0,0,0,0
"류신",1,2,1,6992.55750487329,4094.95662100457,39.7304403685983,6992.55750487329,4094.95662100457,39.7304403685983,6992.55750487329
"류신",1,3,0,0,0,0,0,0,0,0
"류신",1,4,0,0,0,0,0,0,0,0
"류준열",11,1,1,549.286852589641,346.409547738693,24.3760608203678,549.286852589641,346.409547738693,24.3760608203678,549.286852589641
"류준열",11,2,2,1806.90083424674,1697.17311175349,45.8370217088598,903.450417123371,848.586555876744,22.9185108544299,1277.6718328275
"류준열",11,3,2,2606.49043811858,2487.35160191398,40.7147361400482,1303.24521905929,1243.67580095699,20.3573680700241,1843.06706389154
"류준열",11,4,6,25739.1129329917,20793.9753381877,263.069488405965,4289.85215549862,3465.66255636462,43.8449147343275,10507.9488529502
"리암 니슨",3,1,1,334.197530864198,221.885245901639,17.7858081471748,334.197530864198,221.885245901639,17.7858081471748,334.197530864198
"리암 니슨",3,2,1,1345.97752808989,1254.3664921466,44.2935847661305,1345.97752808989,1254.3664921466,44.2935847661305,1345.97752808989
"리암 니슨",3,3,1,7825.16648168701,6721.13918017159,72.6613385274961,7825.16648168701,6721.13918017159,72.6613385274961,7825.16648168701
"리암 니슨",3,4,0,0,0,0,0,0,0,0
"마동석",31,1,4,2637.38163861362,2542.34038929208,72.3419626184324,659.345409653405,635.58509732302,18.0854906546081,1318.69081930681
"마동석",31,2,5,25500.9679899504,16701.3239977674,169.99227629966,5100.19359799009,3340.26479955347,33.9984552599319,11404.3795835151
"마동석",31,3,13,38033.4703964591,32544.4237689619,446.291189241649,2925.6515689584,2503.41721299707,34.3300914801268,10548.5867460212
"마동석",31,4,9,50868.6130527393,44022.5661853436,526.09398048713,5652.06811697103,4891.39624281596,58.4548867207922,16956.2043509131
"문근영",3,1,1,8799.80568720379,7736.49583333333,50.89520859602,8799.80568720379,7736.49583333333,50.89520859602,8799.80568720379
"문근영",3,2,1,1648.67441860465,1552.40145985401,28.0246409276585,1648.67441860465,1552.40145985401,28.0246409276585,1648.67441860465
"문근영",3,3,0,0,0,0,0,0,0,0
"문근영",3,4,1,5563.35796972395,5163.3479338843,50.2776449948899,5563.35796972395,5163.3479338843,50.2776449948899,5563.35796972395
"문성근",12,1,3,8864.20238126311,8210.25887699517,82.1838236652206,2954.7341270877,2736.75295899839,27.3946078884069,5117.74963097358
"문성근",12,2,2,3859.80296883644,2820.48158891884,49.0999233373328,1929.90148441822,1410.24079445942,24.5499616686664,2729.29285330821
"문성근",12,3,6,16391.8378116294,14894.5505459829,216.214961935813,2731.97296860491,2482.42509099715,36.0358269893022,6691.93976415863
"문성근",12,4,1,5567.65742879138,5567.65742879138,52.3229132001215,5567.65742879138,5567.65742879138,52.3229132001215,5567.65742879138
"문소리",15,1,4,16724.5085624713,14804.5235363503,154.681158076055,4181.12714061783,3701.13088408757,38.6702895190137,8362.25428123567
"문소리",15,2,2,18611.4948141041,15680.8982166159,112.864757646432,9305.74740705205,7840.44910830796,56.4323788232158,13160.3141910713
"문소리",15,3,5,13171.7953533816,11857.8698466161,147.002447311638,2634.35907067632,2371.57396932321,29.4004894623276,5890.60595917543
"문소리",15,4,4,18767.135943512,16675.1290275538,175.494551500709,4691.78398587799,4168.78225688844,43.8736378751773,9383.56797175598
"문정희",12,1,3,4919.07389213329,4600.95411332492,85.1526120510859,1639.69129737776,1533.65137110831,28.3842040170286,2840.02863578681
"문정희",12,2,2,3490.5125856127,3328.97525493978,63.8873350393222,1745.25629280635,1664.48762746989,31.9436675196611,2468.16511910373
"문정희",12,3,6,27558.9150709957,21977.2208916578,235.721834263029,4593.15251183262,3662.87014860963,39.2869723771716,11250.8799647728
"문정희",12,4,1,4455.5879494655,3872.2972972973,45.7245437319238,4455.5879494655,3872.2972972973,45.7245437319238,4455.5879494655
"문채원",5,1,0,0,0,0,0,0,0,0
"문채원",5,2,1,2233.48630136986,2203.30405405405,29.8903707777625,2233.48630136986,2203.30405405405,29.8903707777625,2233.48630136986
"문채원",5,3,3,18639.4758749672,15919.4334461319,121.526019698811,6213.15862498908,5306.4778153773,40.5086732329371,10761.5064139659
"문채원",5,4,1,1952.7352666043,1868.8218442256,35.7138408896493,1952.7352666043,1868.8218442256,35.7138408896493,1952.7352666043
"민효린",4,1,0,0,0,0,0,0,0,0
"민효린",4,2,3,19375.0287299558,14077.3652684174,81.0647705216263,6458.34290998528,4692.45508947246,27.0215901738754,11186.1780527967
"민효린",4,3,1,9665.23031496063,7074.83717579251,62.4745454314107,9665.23031496063,7074.83717579251,62.4745454314107,9665.23031496063
"민효린",4,4,0,0,0,0,0,0,0,0
"박기웅",7,1,5,10924.3068878994,10135.6750455519,132.055480835374,2184.86137757989,2027.13500911038,26.4110961670747,4885.49856168246
"박기웅",7,2,0,0,0,0,0,0,0,0
"박기웅",7,3,1,14256.9332061069,12147.3707317073,57.4425469420395,14256.9332061069,12147.3707317073,57.4425469420395,14256.9332061069
"박기웅",7,4,1,7426.98292422625,5189.47278150634,59.2459028954291,7426.98292422625,5189.47278150634,59.2459028954291,7426.98292422625
"박민하",1,1,0,0,0,0,0,0,0,0
"박민하",1,2,0,0,0,0,0,0,0,0
"박민하",1,3,1,4646.58569299553,3868.31141439206,56.6409730043963,4646.58569299553,3868.31141439206,56.6409730043963,4646.58569299553
"박민하",1,4,0,0,0,0,0,0,0,0
"박보영",13,1,4,12019.7265637838,9402.65575757934,135.576164966646,3004.93164094595,2350.66393939484,33.8940412416614,6009.86328189191
"박보영",13,2,5,45875.8962069342,36824.1818173523,169.723591859905,9175.17924138685,7364.83636347046,33.9447183719811,20516.3244894859
"박보영",13,3,4,19349.4762016773,14325.361310206,157.641751311248,4837.36905041934,3581.34032755149,39.410437827812,9674.73810083867
"박보영",13,4,0,0,0,0,0,0,0,0
"박서준",8,1,0,0,0,0,0,0,0,0
"박서준",8,2,1,3815.40253164557,3649.11380145278,35.5662434511729,3815.40253164557,3649.11380145278,35.5662434511729,3815.40253164557
"박서준",8,3,4,9528.13297520219,8670.86930283894,118.04132171678,2382.03324380055,2167.71732570973,29.5103304291951,4764.06648760109
"박서준",8,4,3,11933.2538549786,11454.1480936876,133.773117256542,3977.75128499286,3818.04936456252,44.5910390855139,6889.66732548003
"박성웅",32,1,10,30524.8138504205,26290.1403844382,279.323119404088,3052.48138504205,2629.01403844382,27.9323119404088,9652.79369199832
"박성웅",32,2,14,28248.2927893426,24478.3769507172,370.317072018415,2017.73519923876,1748.4554964798,26.4512194298868,7549.67381278548
"박성웅",32,3,3,17383.1547043066,15287.8207499679,153.153424027319,5794.38490143553,5095.9402499893,51.0511413424396,10036.1690478963
"박성웅",32,4,5,20548.8500094619,16212.622931801,208.652651229442,4109.77000189237,3242.5245863602,41.7305302458883,9189.72509612078
"박신양",3,1,1,1157.87659574468,1088.404,18.5633101378087,1157.87659574468,1088.404,18.5633101378087,1157.87659574468
"박신양",3,2,2,11115.308622409,7854.48671415649,88.9327753711772,5557.6543112045,3927.24335707825,44.4663876855886,7859.71010188671
"박신양",3,3,0,0,0,0,0,0,0,0
"박신양",3,4,0,0,0,0,0,0,0,0
"박원상",12,1,5,32653.0052701734,23746.6807475239,177.57932459326,6530.60105403468,4749.33614950478,35.515864918652,14602.8678907533
"박원상",12,2,2,11975.9289210904,10844.2266039739,82.208784217059,5987.96446054518,5422.11330198696,41.1043921085295,8468.26055111109
"박원상",12,3,3,24807.2089526986,18425.1987738579,135.669016914261,8269.06965089952,6141.73292461929,45.223005638087,14322.4487666838
"박원상",12,4,2,9579.07526559753,8190.417424288,90.4214249453893,4789.53763279876,4095.208712144,45.2107124726946,6773.42907780034
"박인환",10,1,3,6726.54021902017,6719.00560484695,91.9950007829143,2242.18007300672,2239.66853494898,30.6650002609714,3883.56980616614
"박인환",10,2,4,6279.89373726056,5783.44332398603,86.537202300768,1569.97343431514,1445.86083099651,21.634300575192,3139.94686863028
"박인환",10,3,2,19929.8469492758,12851.2408790317,111.791800845908,9964.92347463791,6425.62043951584,55.8959004229538,14092.529925843
"박인환",10,4,1,7124.72486772487,5678.31987951807,46.6119630309114,7124.72486772487,5678.31987951807,46.6119630309114,7124.72486772487
"박정민",26,1,4,7823.89192783117,6576.81599828788,110.410659245981,1955.97298195779,1644.20399957197,27.6026648114953,3911.94596391558
"박정민",26,2,5,18821.7395316167,14870.5179335741,158.327331427886,3764.34790632334,2974.10358671483,31.6654662855771,8417.33780949799
"박정민",26,3,10,26780.2215087612,23366.2801641913,328.103364633208,2678.02215087612,2336.62801641913,32.8103364633208,8468.64962115164
"박정민",26,4,7,17451.4344667666,16665.3445893526,276.053591792756,2493.06206668094,2380.76351276466,39.4362273989652,6596.0222314865
"박준면",10,1,1,1252.90476190476,1202.02538071066,18.8010321556173,1252.90476190476,1202.02538071066,18.8010321556173,1252.90476190476
"박준면",10,2,8,30101.8501663991,26487.0529941903,250.477740624494,3762.73127079989,3310.88162427379,31.3097175780617,10642.6111894611
"박준면",10,3,1,3573.96894409938,2797.77471636953,39.1142002583101,3573.96894409938,2797.77471636953,39.1142002583101,3573.96894409938
"박준면",10,4,0,0,0,0,0,0,0,0
"박지희",2,1,0,0,0,0,0,0,0,0
"박지희",2,2,1,6992.55750487329,4094.95662100457,39.7304403685983,6992.55750487329,4094.95662100457,39.7304403685983,6992.55750487329
"박지희",2,3,1,10297.740237691,9910.73366013072,59.2575813826253,10297.740237691,9910.73366013072,59.2575813826253,10297.740237691
"박지희",2,4,0,0,0,0,0,0,0,0
"박진주",9,1,0,0,0,0,0,0,0,0
"박진주",9,2,4,21818.729387928,16378.7211984968,121.106385352265,5454.68234698201,4094.68029962421,30.2765963380662,10909.364693964
"박진주",9,3,3,17321.399762233,15031.7336628289,117.873467641642,5773.79992074432,5010.57788760962,39.2911558805474,10000.5148154663
"박진주",9,4,2,4329.13607877435,4329.13607877435,70.9412451108989,2164.56803938718,2164.56803938718,35.4706225554494,3061.16147798069
"박해일",17,1,2,3111.47564935065,2795.2086109055,60.3077513947643,1555.73782467532,1397.60430545275,30.1538756973822,2200.14553115266
"박해일",17,2,4,17890.1298034251,16286.1779987846,154.003518810289,4472.53245085627,4071.54449969616,38.5008797025722,8945.06490171254
"박해일",17,3,9,56759.1955391284,47971.9068866656,396.224533770387,6306.57728212537,5330.21187629618,44.0249481967097,18919.7318463761
"박해일",17,4,2,4213.16971758877,3923.64116429341,78.5901154857338,2106.58485879438,1961.8205821467,39.2950577428669,2979.16087759683
"박해준",14,1,1,549.286852589641,346.409547738693,24.3760608203678,549.286852589641,346.409547738693,24.3760608203678,549.286852589641
"박해준",14,2,4,12068.3821796398,9177.44876639058,130.715934005104,3017.09554490996,2294.36219159765,32.6789835012761,6034.19108981992
"박해준",14,3,7,9652.714341413,8827.15652210549,180.270299717257,1378.95919163043,1261.02236030078,25.7528999596082,3648.38308916078
"박해준",14,4,2,6431.04656042274,4972.69869279356,79.2716040121691,3215.52328021137,2486.34934639678,39.6358020060846,4547.43663300134
"박희순",25,1,7,27158.9687069584,24122.6270364568,212.987729655276,3879.85267242263,3446.08957663668,30.4268185221823,10265.1252947996
"박희순",25,2,8,17272.0540575008,15908.7419936729,167.737400318169,2159.0067571876,1988.59274920911,20.9671750397711,6106.59327453973
"박희순",25,3,5,12083.846307845,10427.9326610414,172.492354475347,2416.769261569,2085.58653220829,34.4984708950694,5404.06035480025
"박희순",25,4,5,18165.8420877964,17674.228103996,226.679479761311,3633.16841755927,3534.8456207992,45.3358959522622,8124.01155536787
"배두나",4,1,0,0,0,0,0,0,0,0
"배두나",4,2,0,0,0,0,0,0,0,0
"배두나",4,3,3,33458.7677559464,26805.0090689574,197.12516184701,11152.9225853155,8935.00302298581,65.7083872823368,19317.4285706488
"배두나",4,4,1,1486.50398724083,1437.22127987664,41.0110663762568,1486.50398724083,1437.22127987664,41.0110663762568,1486.50398724083
"배성우",31,1,1,511.993243243243,492.045454545455,21.3872424499012,511.993243243243,492.045454545455,21.3872424499012,511.993243243243
"배성우",31,2,11,12787.2314079769,12064.2580601265,271.883670321316,1162.47558254335,1096.75073273878,24.7166973019378,3855.49533524611
"배성우",31,3,14,38901.7977211521,34649.3421333663,454.77715590628,2778.69983722515,2474.95300952616,32.4840825647343,10396.942771581
"배성우",31,4,5,34758.0433036915,28945.8108449649,246.397020857696,6951.6086607383,5789.16216899298,49.2794041715393,15544.2695183871
"백윤식",18,1,7,19173.8041355287,18282.1694495809,197.073763826677,2739.1148765041,2611.73849279728,28.1533948323824,7247.01677566726
"백윤식",18,2,2,18459.016007449,12346.6980538168,92.1414480635645,9229.50800372448,6173.34902690841,46.0707240317822,13052.4953928982
"백윤식",18,3,6,22724.0886125656,18591.6140007312,232.45653372463,3787.34810209426,3098.6023334552,38.7427556207717,9277.07032842923
"백윤식",18,4,3,19605.6617475644,15500.8035708464,155.074688514666,6535.22058252148,5166.93452361545,51.6915628382219,11319.3340875971
"뱅상 카셀",1,1,0,0,0,0,0,0,0,0
"뱅상 카셀",1,2,0,0,0,0,0,0,0,0
"뱅상 카셀",1,3,0,0,0,0,0,0,0,0
"뱅상 카셀",1,4,1,3182.40084745763,3182.40084745763,37.1522007974119,3182.40084745763,3182.40084745763,37.1522007974119,3182.40084745763
"서미지",2,1,0,0,0,0,0,0,0,0
"서미지",2,2,2,7741.32851327666,4823.82165167941,58.9753107789654,3870.66425663833,2411.91082583971,29.4876553894827,5473.9458871307
"서미지",2,3,0,0,0,0,0,0,0,0
"서미지",2,4,0,0,0,0,0,0,0,0
"선우선",8,1,3,11175.9587866141,10091.1616873492,81.8006798305912,3725.31959553805,3363.72056244972,27.2668932768637,6452.44281390384
"선우선",8,2,4,15368.935237577,12382.5390839483,121.435963397791,3842.23380939426,3095.63477098707,30.3589908494476,7684.46761878852
"선우선",8,3,1,10297.740237691,9910.73366013072,59.2575813826253,10297.740237691,9910.73366013072,59.2575813826253,10297.740237691
"선우선",8,4,0,0,0,0,0,0,0,0
"설경구",24,1,2,5429.06282450675,5344.56541410079,72.3306331650288,2714.53141225337,2672.2827070504,36.1653165825144,3838.92713869651
"설경구",24,2,7,31581.8807826019,26911.4749116663,296.552740884395,4511.69725465741,3844.49641595233,42.3646772691992,11936.8289266364
"설경구",24,3,14,70350.826845851,58527.0284328639,520.645078087874,5025.05906041793,4180.50203091885,37.1889341491339,18802.0493523881
"설경구",24,4,1,5567.65742879138,5567.65742879138,52.3229132001215,5567.65742879138,5567.65742879138,52.3229132001215,5567.65742879138
"성동일",29,1,3,7519.91341281669,5365.4116332954,68.2541481696081,2506.63780427223,1788.4705444318,22.7513827232027,4341.62403317239
"성동일",29,2,12,29871.3741547215,25451.5867746087,354.497765536541,2489.28117956013,2120.96556455073,29.5414804613784,8623.12295464625
"성동일",29,3,11,53630.360476394,40944.375017543,386.70832098979,4875.48731603581,3722.21591068573,35.1553019081627,16170.1620974277
"성동일",29,4,3,11565.8963859093,10245.3063630864,131.68480638453,3855.29879530308,3415.1021210288,43.8949354615101,6677.57339182403
"소지섭",4,1,0,0,0,0,0,0,0,0
"소지섭",4,2,1,2634.92820512821,2362.34942528736,29.0575993213629,2634.92820512821,2362.34942528736,29.0575993213629,2634.92820512821
"소지섭",4,3,2,4908.89328811731,4207.75850756815,53.6003711333883,2454.44664405866,2103.87925378407,26.8001855666941,3471.11173214888
"소지섭",4,4,1,3252.17118894919,3252.17118894919,60.6035486095151,3252.17118894919,3252.17118894919,60.6035486095151,3252.17118894919
"손예진",15,1,3,26522.4433987998,20223.3491452991,175.644863932865,8840.81446626659,6741.11638176638,58.5482879776217,15312.7398358637
"손예진",15,2,6,23747.6465390376,20347.7219877606,200.449911912134,3957.94108983959,3391.28699796009,33.4083186520223,9694.93610210215
"손예진",15,3,6,35188.2988917905,30669.7108195662,281.381953246156,5864.71648196508,5111.6184699277,46.8969922076926,14365.5628669049
"손예진",15,4,0,0,0,0,0,0,0,0
"손현주",11,1,3,5362.72292853346,5022.9168565637,61.7695677522238,1787.57430951115,1674.30561885457,20.5898559174079,3096.16952637817
"손현주",11,2,1,5563.37969924812,4378.28106508876,46.4240361389089,5563.37969924812,4378.28106508876,46.4240361389089,5563.37969924812
"손현주",11,3,6,16755.9619755016,14362.7960614109,191.002545742543,2792.66032925027,2393.79934356849,31.8337576237572,6840.59283157602
"손현주",11,4,1,7426.98292422625,5189.47278150634,59.2459028954291,7426.98292422625,5189.47278150634,59.2459028954291,7426.98292422625
"송강호",19,1,2,14772.2319932998,12587.2617519257,116.351631763803,7386.11599664992,6293.63087596287,58.1758158819015,10445.5454157232
"송강호",19,2,3,13717.0953060789,12075.2891684903,129.307143879511,4572.3651020263,4025.09638949676,43.1023812931704,7919.56866746441
"송강호",19,3,6,68438.4450136149,54156.5059216049,373.104224025473,11406.4075022691,9026.08432026749,62.1840373375788,27939.8781788134
"송강호",19,4,8,47915.6240312631,39816.0461541571,436.414443000508,5989.45300390789,4977.00576926964,54.5518053750635,16940.7313386456
"송중기",6,1,1,1963.43601895735,1490.23381294964,36.2200559538381,1963.43601895735,1490.23381294964,36.2200559538381,1963.43601895735
"송중기",6,2,2,3195.67300171527,2765.70631291903,50.0034147707918,1597.83650085763,1382.85315645952,25.0017073853959,2259.68204996763
"송중기",6,3,2,19294.4265885077,14839.6114261063,112.690872111447,9647.21329425387,7419.80571305313,56.3454360557236,13643.2198798399
"송중기",6,4,1,3252.17118894919,3252.17118894919,60.6035486095151,3252.17118894919,3252.17118894919,60.6035486095151,3252.17118894919
"송지효",6,1,0,0,0,0,0,0,0,0
"송지효",6,2,2,6147.19181629182,5835.34461538462,67.4990980183849,3073.59590814591,2917.67230769231,33.7495490091925,4346.72101855439
"송지효",6,3,4,18891.9879365724,16815.4600598872,156.581320509088,4722.99698414309,4203.86501497181,39.145330127272,9445.99396828618
"송지효",6,4,0,0,0,0,0,0,0,0
"송하윤",3,1,1,809.628252788104,783.41726618705,20.0395656974604,809.628252788104,783.41726618705,20.0395656974604,809.628252788104
"송하윤",3,2,0,0,0,0,0,0,0,0
"송하윤",3,3,1,2596.42159763314,2596.42159763314,30.0760992494602,2596.42159763314,2596.42159763314,30.0760992494602,2596.42159763314
"송하윤",3,4,1,4897.45975948196,3995.5879245283,37.0026489603355,4897.45975948196,3995.5879245283,37.0026489603355,4897.45975948196
"수애",9,1,3,17928.8812348579,15912.8529151943,107.446951288894,5976.29374495262,5304.28430506478,35.8156504296313,10351.244407214
"수애",9,2,3,8489.4413992161,7908.4047340902,87.4369391256843,2829.8137997387,2636.1349113634,29.1456463752281,4901.38127710697
"수애",9,3,3,9088.10656237269,8174.46402642119,121.707560988621,3029.36885412423,2724.8213421404,40.5691869962071,5247.02077020988
"수애",9,4,0,0,0,0,0,0,0,0
"신세경",6,1,1,3387.69512195122,3069.5138121547,38.6787802840434,3387.69512195122,3069.5138121547,38.6787802840434,3387.69512195122
"신세경",6,2,3,3795.48722507871,3443.88759240451,73.0623354193751,1265.16240835957,1147.9625308015,24.3541118064584,2191.32557110498
"신세경",6,3,2,7479.16609609082,6741.5933355569,86.3826288589178,3739.58304804541,3370.79666777845,43.1913144294589,5288.56906416634
"신세경",6,4,0,0,0,0,0,0,0,0
"신정근",31,1,7,77585.3047962237,58095.8861316036,316.01591434518,11083.6149708891,8299.4123045148,45.14513062074,29324.488840565
"신정근",31,2,14,51213.5050880708,43137.5377306176,427.791293627736,3658.10750629077,3081.25269504411,30.5565209734097,13687.3849725261
"신정근",31,3,9,43935.0377896662,38352.6465473431,370.690662461173,4881.67086551846,4261.40517192702,41.1878513845748,14645.0125965554
"신정근",31,4,1,7426.98292422625,5189.47278150634,59.2459028954291,7426.98292422625,5189.47278150634,59.2459028954291,7426.98292422625
"신하균",17,1,3,15292.3174725486,13348.9166609703,121.263859235277,5097.43915751621,4449.63888699012,40.4212864117591,8829.02360930918
"신하균",17,2,6,38432.9969947307,34030.7703605674,259.360562707156,6405.49949912178,5671.79506009456,43.2267604511926,15690.2053205016
"신하균",17,3,7,18841.5956008457,17186.7728019903,231.02403771326,2691.65651440653,2455.25325742719,33.0034339590371,7121.45375192663
"신하균",17,4,1,10473.6754668384,8120.62805791313,55.592985262352,10473.6754668384,8120.62805791313,55.592985262352,10473.6754668384
"신현준",9,1,4,15681.1638942979,14210.1329761649,143.10150956634,3920.29097357448,3552.53324404123,35.775377391585,7840.58194714897
"신현준",9,2,5,33910.527507664,27745.2360128546,235.589260602225,6782.10550153279,5549.04720257092,47.1178521204451,15165.2489320026
"신현준",9,3,0,0,0,0,0,0,0,0
"신현준",9,4,0,0,0,0,0,0,0,0
